average,city,country,date,day_average_temp,dew_point,dew_highest,high_temp,latitude,longitude,dew_lowest,low_temp,max_wind_speed,precipitation,visibility
42.05,das neves,it,03.01.2021,48.21,42.05,45,54,-83.2083445,-144.736469,39,46,26,0,6
52,pereira,cl,03.01.2021,60.63,52,52,64,-4.3109165,113.717764,52,57,13,0,6
44.05,magdeburg,mt,03.01.2021,56,44.05,46,61,24.761508,-12.296837,41,55,17,0,6
43.45,mühldorf am inn,sy,03.01.2021,46.82,43.45,46,59,-12.0115625,-142.226708,41,41,6,0,6
52,souza,cl,03.01.2021,61.14,52,52,64,83.634453,-109.453024,52,59,13,0,6
38.7,finsterwalde,hr,03.01.2021,40.2,38.7,41,41,85.560598,-83.535998,37,37,6,0,6
64.25,north stephenville,br,03.01.2021,67.5,64.25,66,70,5.22976,-94.453343,64,66,10,0,6
72,bamberg,sv,03.01.2021,74,72,72,75,-76.0923705,-155.2292,72,73,3,0,6
43.97,west lindsay,mt,03.01.2021,58.19,43.97,46,63,83.805702,170.18456,41,55,17,0,6
41.75,stephanieton,it,03.01.2021,49.25,41.75,45,54,19.403447,70.135371,37,46,26,0,6
44.31,schweinfurt,mt,03.01.2021,57.55,44.31,46,63,83.805702,170.18456,41,52,17,0,6
44.34,west lindsay,mt,03.01.2021,57.41,44.34,46,63,83.805702,170.18456,41,52,17,0,6
44.43,nyköping,mt,03.01.2021,57.11,44.43,46,63,83.805702,170.18456,41,52,18,0,6
36.17,neuss,fr,05.01.2021,37.42,36.17,39,41,26.9979685,124.755402,34,36,6,0,6
71.14,södertälje,dj,05.01.2021,84,71.14,72,86,-79.520617,-90.830195,70,79,14,0,6
39.6,lake barry,ml,05.01.2021,76.6,39.6,50,90,13.440316,-148.330909,30,70,12,0,6
34.42,lund,gb,05.01.2021,37.92,34.42,37,43,-59.0076565,95.289168,30,36,15,0,6
71.14,rileyshire,dj,05.01.2021,84,71.14,72,86,22.989028,-175.955301,70,79,14,0,6
8.54,castro de alves,pt,05.01.2021,8.92,8.54,38,40,-84.1474415,-139.417166,0,0,9,0,0
25,jessen,ca,05.01.2021,35,25,28,41,52.9690955,-107.719256,21,32,22,0,15
56.11,porto,mt,09.01.2021,67.82,56.11,61,79,83.805702,170.18456,52,61,21,0,6
57.4,nyköping,mt,10.01.2021,68,57.4,59,68,83.805702,170.18456,55,68,15,0,6
16.5,whapmagoostui,ca,11.01.2021,18.42,16.5,18,19,55.17788,-77.3145515,14,18,12,0,9
0,correntina,br,11.01.2021,0,0,0,0,-13.930367,-46.0253685,0,0,0,0,0
77.73,nzou,cm,11.01.2021,78.36,77.73,81,86,5.065796,10.4542565,75,75,3,0,6
72,borba,br,11.01.2021,72.67,72,72,73,-4.899044,-60.07352,72,72,2,0,6
77,jacareacanga,br,11.01.2021,79,77,77,79,-5.712659,-57.6707925,77,79,5,0,6
31.54,mecca,sa,11.01.2021,50.69,31.54,34,61,21.232701,40.0020525,30,46,16,0,6
31.14,porvenir,cl,11.01.2021,39,31.14,34,43,-53.053735,-70.04523,28,37,16,0,6
36,bikaner,in,11.01.2021,53.75,36,42,72,27.90915,73.231744,27,44,1,0,1
64.29,formosa,br,11.01.2021,68.29,64.29,66,70,-14.818613,-47.346889,64,68,7,0,6
77,itaituba,br,11.01.2021,79,77,77,79,-6.668001,-56.4843975,77,79,5,0,6
1.53,caniapiscau,ca,11.01.2021,3.75,1.53,3,5,54.843213,-68.8211125,-2,1,13,0,9
50,pipalda,in,11.01.2021,60.5,50,55,67,25.466151,76.4160295,46,56,2,0,1
63,tinogasta,ar,11.01.2021,83,63,69,85,-26.82098,-67.49961,55,81,2,0,12
18.67,ISAINTAM27,ca,11.01.2021,34.67,18.67,19,36,55.20676,-72.786057,18,34,9,0,15
61.74,jiwati,in,11.01.2021,76.26,61.74,63,88,19.627276,79.0714145,59,64,5,0,1
18.67,ISAINTAM27,ca,11.01.2021,34.67,18.67,19,36,54.792858,-77.8795335,18,34,9,0,15
18.67,ISAINTAM27,ca,11.01.2021,34.67,18.67,19,36,58.387735,-68.7056525,18,34,9,0,15
39.74,kilmessan,ie,11.01.2021,41.95,39.74,41,45,53.540813,-6.664063,39,41,15,0,6
15,bostanabad,ir,11.01.2021,25.84,15,19,36,37.657053,46.9083765,12,21,9,0,6
73,diamantino,br,11.01.2021,75,73,73,75,-13.98725,-57.145401,73,75,5,0,6
11.76,znamenskoe,ru,11.01.2021,15.6,11.76,12,16,58.338224,45.0975435,10,14,9,0,6
-15.24,kushkopalskoe,ru,11.01.2021,-10.28,-15.24,-9,-4,63.347715,44.5295095,-22,-17,7,0,6
66.67,fandriana,mg,11.01.2021,68,66.67,68,71,-20.177131,47.254157,65,66,0,0,18
18.67,ISAINTAM27,ca,11.01.2021,34.67,18.67,19,36,51.834503,-76.8694485,18,34,9,0,15
34,fune,ng,11.01.2021,67.5,34,49,78,11.669248,11.4586375,0,59,12,0,9
31.54,mecca,sa,11.01.2021,50.69,31.54,34,61,21.588571,40.035208,30,46,16,0,6
16.4,armagh,ca,11.01.2021,18.4,16.4,18,19,46.720529,-70.630234,16,18,14,0,8
71.33,miranda,ve,11.01.2021,75.67,71.33,72,77,10.599723,-71.31376,70,75,6,0,6
-6.8,shigatse,cn,11.01.2021,35.2,-6.8,-5,48,30.056108,83.8464455,-10,28,7,0,18
47.5,budhlada,in,11.01.2021,52.25,47.5,51,60,29.819575,75.72049,46,47,3,0,1
73.14,naranjal,py,11.01.2021,73.43,73.14,75,77,-26.029263,-55.2504965,72,72,3,0,6
-1.28,staropolskoe,ru,11.01.2021,2.92,-1.28,5,9,58.960063,28.656126,-6,0,11,0,6
63.84,sidhpur,in,11.01.2021,70,63.84,66,81,23.947351,72.2239345,63,63,9,0,3
18.67,ISAINTAM27,ca,11.01.2021,34.67,18.67,19,36,52.716896,-70.9366725,18,34,9,0,15
33.08,medina,sa,11.01.2021,64.15,33.08,36,70,23.118873,40.1183755,30,59,16,0,6
75,charagua,bo,11.01.2021,79,75,75,79,-19.068446,-59.977141,75,79,20,0,6
35.22,bamanwas,in,11.01.2021,59.78,35.22,41,70,26.423049,76.57821,30,46,3,0,2
50.29,kurmi,ng,11.01.2021,73,50.29,52,86,7.514193,10.705232,48,68,7,0,6
77,jacareacanga,br,11.01.2021,79,77,77,79,-6.741013,-58.4246425,77,79,5,0,6
71.33,independencia,ve,11.01.2021,75.67,71.33,72,77,8.433211,-63.5451685,70,75,6,0,6
-1.74,tselinnoe,ru,11.01.2021,3.06,-1.74,0,5,46.598447,44.6627635,-6,1,16,0,6
62.94,chincholi,in,11.01.2021,75.33,62.94,66,86,17.501386,77.5289355,61,66,7,0,3
50,khandar,in,11.01.2021,60.5,50,55,67,25.983173,76.7708065,46,56,2,0,1
28.19,IRAANA1,hr,11.01.2021,30.19,28.19,30,32,44.008993,15.1157805,27,30,10,0,6
11.83,raahe,fi,11.01.2021,16.7,11.83,14,18,64.371204,25.0485965,10,14,22,0,6
63.84,satlasana,in,11.01.2021,70,63.84,66,81,24.0244,72.759552,63,63,9,0,3
28.71,servon,fr,11.01.2021,30,28.71,32,34,48.614079,-1.4178345,27,28,5,0,6
18.67,ISAINTAM27,ca,11.01.2021,34.67,18.67,19,36,57.509045,-69.3372845,18,34,9,0,15
68,hinche,ht,11.01.2021,70,68,68,70,19.166525,-71.8855335,68,70,5,0,6
65.4,mercedes,ar,11.01.2021,67.87,65.4,68,77,-34.68768,-59.626408,63,64,24,0,6
33.09,touta,ne,11.01.2021,74.09,33.09,37,82,14.18835,1.467916,28,70,10,0,6
18.67,ISAINTAM27,ca,11.01.2021,34.67,18.67,19,36,61.494428,-75.5517605,18,34,9,0,15
72.5,mamurankay,sl,11.01.2021,78.5,72.5,73,81,8.504869,-12.046796,72,77,14,0,4
47.5,ludhiana,in,11.01.2021,52.25,47.5,51,60,30.999565,75.76443,46,47,3,0,1
1.53,kawawachikamach,ca,11.01.2021,3.75,1.53,3,5,55.219894,-66.9401435,-2,1,13,0,9
10,shulie,ca,11.01.2021,11.5,10,14,14,45.558845,-64.5846075,7,9,9,0,15
18.67,ISAINTAM27,ca,11.01.2021,34.67,18.67,19,36,51.897411,-76.181581,18,34,9,0,15
77,jacareacanga,br,11.01.2021,78.33,77,77,79,-6.741013,-58.4246425,77,77,5,0,6
31.36,touta,ne,11.01.2021,77.93,31.36,37,95,14.18835,1.467916,25,70,10,0,6
13.08,caniapiscau,ca,15.01.2021,14.69,13.08,16,18,54.843213,-68.8211125,12,12,12,0,9
13.08,kawawachikamach,ca,15.01.2021,14.69,13.08,16,18,55.219894,-66.9401435,12,12,12,0,9
14.4,ISAINT2059,ca,15.01.2021,26.5,14.4,23,46,51.897411,-76.181581,10,19,22,0,40
-7.49,raahe,fi,15.01.2021,-3.13,-7.49,5,9,64.371204,25.0485965,-22,-17,5,0,6
35.8,jiwati,in,31.01.2021,70.24,35.8,43,81,19.627276,79.0714145,34,54,7,0,3
73,jacareacanga,br,31.01.2021,73,73,73,73,-5.712659,-57.6707925,73,73,0,0,1
73,itaituba,br,31.01.2021,73,73,73,73,-6.668001,-56.4843975,73,73,0,0,1
65.88,tinogasta,ar,31.01.2021,68,65.88,69,74,-26.82098,-67.49961,64,64,12,0,12
-21.33,whapmagoostui,ca,31.01.2021,-16.42,-21.33,-18,-15,55.17788,-77.3145515,-24,-18,7,0,9
77.77,nzou,cm,31.01.2021,82.62,77.77,81,91,5.065796,10.4542565,75,79,5,0,6
25.6,bikaner,in,31.01.2021,69.2,25.6,36,82,27.90915,73.231744,17,53,2,0,1
61.4,formosa,br,31.01.2021,71.3,61.4,63,79,-14.818613,-47.346889,59,68,9,0,6
40.2,pipalda,in,31.01.2021,63,40.2,46,75,25.466151,76.4160295,33,47,0,0,2
9.4,ISAINT2059,ca,31.01.2021,19,9.4,10,23,55.20676,-72.786057,7,16,7,0,15
73.11,borba,br,31.01.2021,74.33,73.11,75,79,-4.899044,-60.07352,72,73,6,0,6
-9.78,caniapiscau,ca,31.01.2021,-6.17,-9.78,-6,-2,54.843213,-68.8211125,-20,-17,9,0,9
40.5,mecca,sa,31.01.2021,63.5,40.5,43,79,21.232701,40.0020525,37,54,10,0,6
60.71,IROGRA6,cl,31.01.2021,63.5,60.71,61,64,-51.399084,-75.23024,59,63,8,0,6
20.81,znamenskoe,ru,31.01.2021,23.97,20.81,21,25,58.338224,45.0975435,19,23,11,0,5
62.2,miranda,ve,31.01.2021,65.8,62.2,72,77,10.599723,-71.31376,0,0,0,0,6
32.8,fune,ng,31.01.2021,70.8,32.8,36,85,11.669248,11.4586375,29,61,12,0,2
19.97,kushkopalskoe,ru,31.01.2021,22.42,19.97,21,23,63.347715,44.5295095,19,21,7,0,6
-1,shigatse,cn,31.01.2021,29,-1,6,42,30.056108,83.8464455,-12,21,7,0,18
-14,armagh,ca,31.01.2021,-7.89,-14,-11,-2,46.720529,-70.630234,-18,-13,5,0,25
22.83,bostanabad,ir,31.01.2021,37.92,22.83,27,43,37.657053,46.9083765,21,34,12,0,6
31.36,kilmessan,ie,31.01.2021,37.6,31.36,34,39,53.540813,-6.664063,28,36,17,0,6
67.75,fandriana,mg,31.01.2021,71.75,67.75,71,81,-20.177131,47.254157,65,65,0,0,18
22.94,staropolskoe,ru,31.01.2021,25.87,22.94,27,28,58.960063,28.656126,21,25,9,0,6
26.31,medina,sa,31.01.2021,62.81,26.31,30,77,23.118873,40.1183755,19,55,12,0,6
46.33,kurmi,ng,31.01.2021,78.56,46.33,50,91,7.514193,10.705232,41,70,9,0,3
62.2,independencia,ve,31.01.2021,65.8,62.2,72,77,8.433211,-63.5451685,0,0,0,0,6
66,valladolid,mx,31.01.2021,68,66,66,68,20.775597,-88.202039,66,68,0,0,7
33.04,IZADAR20,hr,31.01.2021,35.5,33.04,41,43,44.008993,15.1157805,30,32,15,0,6
34.24,sidhpur,in,31.01.2021,70.6,34.24,37,84,23.947351,72.2239345,30,48,9,0,3
69.31,naranjal,py,31.01.2021,69.69,69.31,73,75,-26.029263,-55.2504965,68,68,15,0,6
64,planadas,co,31.01.2021,70,64,64,70,2.938364,-75.8717235,64,70,0,0,6
11.89,tselinnoe,ru,31.01.2021,17.05,11.89,14,19,46.598447,44.6627635,9,14,16,0,6
46.6,ludhiana,in,31.01.2021,57,46.6,52,70,30.999565,75.76443,42,44,0,0,2
45.85,servon,fr,31.01.2021,46.31,45.85,48,48,48.614079,-1.4178345,43,45,10,0,6
65.72,chincholi,in,31.01.2021,77,65.72,73,86,17.501386,77.5289355,63,64,6,0,3
69.5,hinche,ht,31.01.2021,68.25,69.5,84,70,19.166525,-71.8855335,66,66,7,0,6
34.24,satlasana,in,31.01.2021,70.6,34.24,37,84,24.0244,72.759552,30,48,9,0,3
73,mamurankay,sl,31.01.2021,82,73,73,82,8.504869,-12.046796,73,82,6,0,4
-9.78,kawawachikamach,ca,31.01.2021,-6.17,-9.78,-6,-2,55.219894,-66.9401435,-20,-17,9,0,9
53.7,mercedes,ar,31.01.2021,59.8,53.7,55,63,-34.68768,-59.626408,52,59,12,0,6
0,shulie,ca,31.01.2021,5.89,0,1,9,45.558845,-64.5846075,-2,5,12,0,15
13.38,raahe,fi,31.01.2021,16.76,13.38,14,18,64.371204,25.0485965,10,14,5,0,6
22.46,touta,ne,31.01.2021,74.85,22.46,27,88,14.18835,1.467916,16,68,16,0,2
76,jacareacanga,br,01.02.2021,79.5,76,79,90,-5.712659,-57.6707925,75,75,10,0,6
39.29,jiwati,in,01.02.2021,71,39.29,43,84,19.627276,79.0714145,30,50,6,0,3
40.9,jiwati,in,05.02.2021,73.1,40.9,46,86,19.627276,79.0714145,34,54,7,0,3
79.33,nzou,cm,05.02.2021,80.75,79.33,81,88,5.065796,10.4542565,77,79,5,0,6
48.5,bikaner,in,05.02.2021,62.5,48.5,53,74,27.90915,73.231744,43,53,2,0,1
15.67,whapmagoostui,ca,05.02.2021,24.33,15.67,16,25,55.17788,-77.3145515,14,23,21,0,9
53.5,pipalda,in,05.02.2021,64.75,53.5,55,74,25.466151,76.4160295,51,58,3,0,2
12.38,ISAINT2059,ca,05.02.2021,14.88,12.38,16,19,55.20676,-72.786057,9,12,12,0,15
12,caniapiscau,ca,05.02.2021,13.25,12,16,16,54.843213,-68.8211125,10,10,3,0,9
60.86,tinogasta,ar,05.02.2021,74.14,60.86,62,79,-26.82098,-67.49961,57,64,9,0,12
67.33,formosa,br,05.02.2021,69.33,67.33,70,72,-14.818613,-47.346889,64,66,6,0,6
73.57,borba,br,05.02.2021,75,73.57,75,77,-4.899044,-60.07352,73,73,3,0,6
38.5,mecca,sa,05.02.2021,66.36,38.5,46,70,21.232701,40.0020525,32,63,38,0,6
55.11,IROGRA6,cl,05.02.2021,58,55.11,57,66,-51.399084,-75.23024,55,55,12,0,6
8.93,znamenskoe,ru,05.02.2021,13.96,8.93,16,19,58.338224,45.0975435,5,10,20,0,6
-13.17,shigatse,cn,05.02.2021,33.17,-13.17,-5,48,30.056108,83.8464455,-29,23,9,0.01,18
9.71,armagh,ca,05.02.2021,11.57,9.71,12,14,46.720529,-70.630234,7,9,5,0,15
38.09,kilmessan,ie,05.02.2021,40.45,38.09,43,43,53.540813,-6.664063,37,39,10,0,6
72.29,miranda,ve,05.02.2021,76.71,72.29,73,77,10.599723,-71.31376,72,75,0,0,6
35.25,fune,ng,05.02.2021,68.75,35.25,37,73,11.669248,11.4586375,33,62,26,0,2
-2.43,kushkopalskoe,ru,05.02.2021,3.86,-2.43,1,7,63.347715,44.5295095,-6,1,18,0,6
38.27,bostanabad,ir,05.02.2021,40.45,38.27,41,43,37.657053,46.9083765,37,37,5,0,3
70,fandriana,mg,05.02.2021,74,70,73,84,-20.177131,47.254157,67,67,2,0,18
-1.79,staropolskoe,ru,05.02.2021,2.46,-1.79,3,7,58.960063,28.656126,-6,-2,13,0,6
47.21,medina,sa,05.02.2021,67.36,47.21,57,73,23.118873,40.1183755,37,63,14,0,6
72.29,independencia,ve,05.02.2021,76.71,72.29,73,77,8.433211,-63.5451685,72,75,0,0,6
61,charagua,bo,05.02.2021,70,61,61,70,-19.068446,-59.977141,61,70,9,0,6
45.83,kurmi,ng,05.02.2021,75.42,45.83,48,90,7.514193,10.705232,41,68,8,0,6
44.13,IZADAR20,hr,05.02.2021,48.96,44.13,46,57,44.008993,15.1157805,43,46,10,0,6
40.33,sidhpur,in,05.02.2021,71,40.33,46,84,23.947351,72.2239345,32,55,12,0,3
64.63,naranjal,py,05.02.2021,64.88,64.63,66,68,-26.029263,-55.2504965,63,63,5,0,6
7.82,tselinnoe,ru,05.02.2021,10.68,7.82,23,23,46.598447,44.6627635,-2,3,9,0,4
45.35,servon,fr,05.02.2021,46.17,45.35,46,48,48.614079,-1.4178345,45,46,8,0,6
40.33,satlasana,in,05.02.2021,71,40.33,46,84,24.0244,72.759552,32,55,12,0,3
58.57,hinche,ht,05.02.2021,60.29,58.57,70,72,19.166525,-71.8855335,0,0,5,0,6
12,kawawachikamach,ca,05.02.2021,13.25,12,16,16,55.219894,-66.9401435,10,10,3,0,9
55.75,mercedes,ar,05.02.2021,60.5,55.75,57,68,-34.68768,-59.626408,55,55,5,0,6
26.75,touta,ne,05.02.2021,73.58,26.75,28,84,14.18835,1.467916,23,68,18,0,4
47.25,ludhiana,in,05.02.2021,55,47.25,52,68,30.999565,75.76443,42,42,3,0.02,2
55.55,chincholi,in,05.02.2021,75.95,55.55,63,86,17.501386,77.5289355,48,59,6,0,3
72.25,mamurankay,sl,05.02.2021,79.75,72.25,73,82,8.504869,-12.046796,72,79,9,0,4
28.5,shulie,ca,05.02.2021,28.75,28.5,30,30,45.558845,-64.5846075,28,28,6,0,12
-1,raahe,fi,05.02.2021,2.73,-1,7,12,64.371204,25.0485965,-11,-8,8,0,6
40.9,jiwati,in,05.02.2021,73.1,40.9,46,86,19.627276,79.0714145,34,54,7,0,3
75,jacareacanga,br,05.02.2021,77,75,75,77,-5.712659,-57.6707925,75,77,0,0,4
48.5,bikaner,in,05.02.2021,62.5,48.5,53,74,27.90915,73.231744,43,53,2,0,1
15.67,whapmagoostui,ca,05.02.2021,24.33,15.67,16,25,55.17788,-77.3145515,14,23,21,0,9
79.33,nzou,cm,05.02.2021,80.75,79.33,81,88,5.065796,10.4542565,77,79,5,0,6
53.5,pipalda,in,05.02.2021,64.75,53.5,55,74,25.466151,76.4160295,51,58,3,0,2
12.38,ISAINT2059,ca,05.02.2021,14.88,12.38,16,19,55.20676,-72.786057,9,12,12,0,15
12,caniapiscau,ca,05.02.2021,13.25,12,16,16,54.843213,-68.8211125,10,10,3,0,9
75,itaituba,br,05.02.2021,77,75,75,77,-6.668001,-56.4843975,75,77,0,0,4
60.86,tinogasta,ar,05.02.2021,74.14,60.86,62,79,-26.82098,-67.49961,57,64,9,0,12
67.33,formosa,br,05.02.2021,69.33,67.33,70,72,-14.818613,-47.346889,64,66,6,0,6
73.57,borba,br,05.02.2021,75,73.57,75,77,-4.899044,-60.07352,73,73,3,0,6
38.5,mecca,sa,05.02.2021,66.36,38.5,46,70,21.232701,40.0020525,32,63,38,0,6
55.11,IROGRA6,cl,05.02.2021,58,55.11,57,66,-51.399084,-75.23024,55,55,12,0,6
8.93,znamenskoe,ru,05.02.2021,13.96,8.93,16,19,58.338224,45.0975435,5,10,20,0,6
-13.17,shigatse,cn,05.02.2021,33.17,-13.17,-5,48,30.056108,83.8464455,-29,23,9,0.01,18
9.71,armagh,ca,05.02.2021,11.57,9.71,12,14,46.720529,-70.630234,7,9,5,0,15
38.09,kilmessan,ie,05.02.2021,40.45,38.09,43,43,53.540813,-6.664063,37,39,10,0,6
72.29,miranda,ve,05.02.2021,76.71,72.29,73,77,10.599723,-71.31376,72,75,0,0,6
35.25,fune,ng,05.02.2021,68.75,35.25,37,73,11.669248,11.4586375,33,62,26,0,2
-2.43,kushkopalskoe,ru,05.02.2021,3.86,-2.43,1,7,63.347715,44.5295095,-6,1,18,0,6
38.27,bostanabad,ir,05.02.2021,40.45,38.27,41,43,37.657053,46.9083765,37,37,5,0,3
70,fandriana,mg,05.02.2021,74,70,73,84,-20.177131,47.254157,67,67,2,0,18
-1.79,staropolskoe,ru,05.02.2021,2.46,-1.79,3,7,58.960063,28.656126,-6,-2,13,0,6
47.21,medina,sa,05.02.2021,67.36,47.21,57,73,23.118873,40.1183755,37,63,14,0,6
72.29,independencia,ve,05.02.2021,76.71,72.29,73,77,8.433211,-63.5451685,72,75,0,0,6
70,planadas,co,05.02.2021,77,70,70,77,2.938364,-75.8717235,70,77,0,0,6
61,charagua,bo,05.02.2021,70,61,61,70,-19.068446,-59.977141,61,70,9,0,6
45.83,kurmi,ng,05.02.2021,75.42,45.83,48,90,7.514193,10.705232,41,68,8,0,6
44.13,IZADAR20,hr,05.02.2021,48.96,44.13,46,57,44.008993,15.1157805,43,46,10,0,6
40.33,sidhpur,in,05.02.2021,71,40.33,46,84,23.947351,72.2239345,32,55,12,0,3
64.63,naranjal,py,05.02.2021,64.88,64.63,66,68,-26.029263,-55.2504965,63,63,5,0,6
7.82,tselinnoe,ru,05.02.2021,10.68,7.82,23,23,46.598447,44.6627635,-2,3,9,0,4
45.35,servon,fr,05.02.2021,46.17,45.35,46,48,48.614079,-1.4178345,45,46,8,0,6
40.33,satlasana,in,05.02.2021,71,40.33,46,84,24.0244,72.759552,32,55,12,0,3
58.57,hinche,ht,05.02.2021,60.29,58.57,70,72,19.166525,-71.8855335,0,0,5,0,6
12.63,kawawachikamach,ca,05.02.2021,13.89,12.63,16,18,55.219894,-66.9401435,10,10,3,0,9
55.75,mercedes,ar,05.02.2021,60.5,55.75,57,68,-34.68768,-59.626408,55,55,5,0,6
26.75,touta,ne,05.02.2021,73.58,26.75,28,84,14.18835,1.467916,23,68,18,0,4
47.25,ludhiana,in,05.02.2021,55,47.25,52,68,30.999565,75.76443,42,42,3,0.02,2
55.55,chincholi,in,05.02.2021,75.95,55.55,63,86,17.501386,77.5289355,48,59,6,0,3
72.25,mamurankay,sl,05.02.2021,79.75,72.25,73,82,8.504869,-12.046796,72,79,9,0,4
28.5,shulie,ca,05.02.2021,28.75,28.5,30,30,45.558845,-64.5846075,28,28,6,0,12
-1,raahe,fi,05.02.2021,2.73,-1,7,12,64.371204,25.0485965,-11,-8,8,0,6
40.2,jiwati,in,05.02.2021,75.08,40.2,46,88,19.627276,79.0714145,34,54,7,0,3
75,jacareacanga,br,05.02.2021,77,75,75,77,-5.712659,-57.6707925,75,77,0,0,4
46.8,bikaner,in,05.02.2021,64.6,46.8,53,74,27.90915,73.231744,40,53,2,0,1
15.25,whapmagoostui,ca,05.02.2021,23.5,15.25,16,25,55.17788,-77.3145515,14,21,21,0,9
79,nzou,cm,05.02.2021,82.36,79,81,93,5.065796,10.4542565,77,79,5,0,6
52.8,pipalda,in,05.02.2021,66.4,52.8,55,74,25.466151,76.4160295,50,58,3,0,2
10.91,ISAINT2059,ca,05.02.2021,13.36,10.91,16,19,55.20676,-72.786057,7,9,12,0,15
12.63,caniapiscau,ca,05.02.2021,13.89,12.63,16,18,54.843213,-68.8211125,10,10,3,0,9
60.22,tinogasta,ar,05.02.2021,72.89,60.22,62,79,-26.82098,-67.49961,57,64,9,0,12
75,itaituba,br,05.02.2021,77,75,75,77,-6.668001,-56.4843975,75,77,0,0,4
67.45,formosa,br,05.02.2021,69.91,67.45,70,73,-14.818613,-47.346889,64,66,6,0,6
73.89,borba,br,05.02.2021,75.44,73.89,75,79,-4.899044,-60.07352,73,73,3,0,6
38.94,mecca,sa,05.02.2021,66.69,38.94,46,70,21.232701,40.0020525,32,63,38,0,6
55.1,IROGRA6,cl,05.02.2021,57.9,55.1,57,66,-51.399084,-75.23024,55,55,12,0,6
8.55,znamenskoe,ru,05.02.2021,13.97,8.55,16,19,58.338224,45.0975435,5,10,20,0,6
-13.17,shigatse,cn,05.02.2021,33.17,-13.17,-5,48,30.056108,83.8464455,-29,23,9,0.01,18
9.5,armagh,ca,05.02.2021,11.4,9.5,12,14,46.720529,-70.630234,7,9,5,0,30
38.12,kilmessan,ie,05.02.2021,40.44,38.12,43,43,53.540813,-6.664063,37,39,10,0,6
72.44,miranda,ve,05.02.2021,76.78,72.44,73,77,10.599723,-71.31376,72,75,0,0,6
35.6,fune,ng,05.02.2021,71.4,35.6,37,82,11.669248,11.4586375,33,62,26,0,4
-2.58,kushkopalskoe,ru,05.02.2021,3.77,-2.58,1,7,63.347715,44.5295095,-6,1,18,0,6
38.69,bostanabad,ir,05.02.2021,40.77,38.69,41,43,37.657053,46.9083765,37,37,5,0,3
70.4,fandriana,mg,05.02.2021,75.6,70.4,73,84,-20.177131,47.254157,67,67,9,0,18
46.19,medina,sa,05.02.2021,67,46.19,57,73,23.118873,40.1183755,37,63,14,0,6
-1.47,staropolskoe,ru,05.02.2021,2.97,-1.47,3,7,58.960063,28.656126,-6,-2,13,0,6
72.44,independencia,ve,05.02.2021,76.78,72.44,73,77,8.433211,-63.5451685,72,75,0,0,6
61,valladolid,mx,05.02.2021,63,61,61,63,20.775597,-88.202039,61,63,2,0,7
70,planadas,co,05.02.2021,77,70,70,77,2.938364,-75.8717235,70,77,0,0,6
61,charagua,bo,05.02.2021,72.33,61,61,75,-19.068446,-59.977141,61,70,14,0,6
46.93,kurmi,ng,05.02.2021,78.07,46.93,59,95,7.514193,10.705232,41,68,8,0,6
44.35,IZADAR20,hr,05.02.2021,49.73,44.35,48,61,44.008993,15.1157805,43,46,10,0,6
39.71,sidhpur,in,05.02.2021,72.33,39.71,46,84,23.947351,72.2239345,32,55,13,0,3
64.7,naranjal,py,05.02.2021,65.7,64.7,66,72,-26.029263,-55.2504965,63,63,7,0,6
9.42,tselinnoe,ru,05.02.2021,12.08,9.42,23,25,46.598447,44.6627635,-2,3,9,0,4
45.44,servon,fr,05.02.2021,46.96,45.44,46,52,48.614079,-1.4178345,45,46,10,0,6
59.5,hinche,ht,05.02.2021,61.25,59.5,70,72,19.166525,-71.8855335,0,0,5,0,6
39.71,satlasana,in,05.02.2021,72.33,39.71,46,84,24.0244,72.759552,32,55,13,0,3
12.63,kawawachikamach,ca,05.02.2021,13.89,12.63,16,18,55.219894,-66.9401435,10,10,3,0,9
56,mercedes,ar,05.02.2021,61.1,56,57,68,-34.68768,-59.626408,55,55,6,0,6
26.21,touta,ne,05.02.2021,75.64,26.21,28,90,14.18835,1.467916,23,68,18,0,4
48.4,ludhiana,in,05.02.2021,56.8,48.4,53,68,30.999565,75.76443,42,42,3,0.02,2
54.54,chincholi,in,05.02.2021,76.88,54.54,63,86,17.501386,77.5289355,48,59,7,0,3
72.25,mamurankay,sl,05.02.2021,79.75,72.25,73,82,8.504869,-12.046796,72,79,9,0,4
28.25,shulie,ca,05.02.2021,28.5,28.25,30,30,45.558845,-64.5846075,27,28,8,0,15
0.03,raahe,fi,05.02.2021,3.9,0.03,9,14,64.371204,25.0485965,-11,-8,8,0,6
76,jacareacanga,br,05.02.2021,79.5,76,77,82,-5.712659,-57.6707925,75,77,10,0,6
40.2,jiwati,in,05.02.2021,75.08,40.2,46,88,19.627276,79.0714145,34,54,7,0,3
46.8,bikaner,in,05.02.2021,64.6,46.8,53,74,27.90915,73.231744,40,53,2,0,1
79,nzou,cm,05.02.2021,82.36,79,81,93,5.065796,10.4542565,77,79,5,0,6
15.25,whapmagoostui,ca,05.02.2021,23.5,15.25,16,25,55.17788,-77.3145515,14,21,21,0,9
52.8,pipalda,in,05.02.2021,66.4,52.8,55,74,25.466151,76.4160295,50,58,3,0,2
10.91,ISAINT2059,ca,05.02.2021,13.36,10.91,16,19,55.20676,-72.786057,7,9,12,0,15
14.04,caniapiscau,ca,05.02.2021,15.04,14.04,19,19,54.843213,-68.8211125,10,10,7,0,9
